Trondheim N3031;Leangen 2024;Trondheim 2023;Trondheim ekstrem
17.13;17.30;14.00;20.80
16.58;17.50;14.10;20.40
14.33;17.50;14.60;20.70
14.33;17.40;15.40;20.70
14.18;17.20;14.50;20.30
12.63;16.90;13.70;19.00
12.38;16.60;12.90;18.40
12.03;16.30;12.30;17.80
11.48;15.90;12.20;15.70
11.43;13.10;12.00;16.60
11.23;10.50;11.80;17.00
11.18;7.80;11.60;16.10
11.03;5.10;11.40;14.90
10.83;5.60;11.00;14.20
11.08;6.20;10.80;14.10
11.28;7.00;11.00;14.40
12.43;7.80;10.80;14.60
13.98;8.80;11.00;15.90
15.23;9.90;11.30;16.10
16.18;11.00;11.30;16.40
16.88;12.20;12.20;16.90
16.08;13.30;12.00;17.80
17.58;14.10;12.00;18.00
18.38;14.70;12.60;18.10
18.63;15.20;13.20;17.90
18.68;15.40;13.20;18.20
17.88;15.40;13.50;18.30
17.48;15.10;13.10;17.80
16.68;14.50;12.70;17.30
16.13;13.70;12.40;16.70
15.13;12.90;11.90;16.60
14.03;11.90;11.30;16.30
13.68;11.10;11.00;15.10
13.28;9.20;10.60;16.10
12.98;8.10;10.30;15.20
12.58;7.00;10.40;17.70
12.28;5.90;10.30;18.00
12.03;6.20;10.00;17.90
11.88;6.80;10.70;17.70
11.83;7.60;11.20;17.40
11.98;8.30;12.10;18.60
12.33;9.10;12.60;19.70
12.53;9.50;13.50;20.80
12.43;10.30;14.20;22.50
12.58;11.10;15.40;19.40
13.18;12.40;16.00;20.80
13.93;13.20;16.60;19.70
15.53;13.80;16.30;18.30
16.53;14.30;17.10;19.20
16.63;14.80;16.90;15.80
16.48;15.00;17.00;15.00
16.38;14.70;16.20;16.30
15.83;14.10;16.80;14.70
15.18;13.50;16.80;14.60
14.13;12.80;16.10;14.00
13.08;12.00;15.10;13.40
12.38;11.30;14.40;12.80
11.83;10.00;14.00;12.60
11.48;9.20;12.80;11.80
11.38;8.20;12.40;11.80
11.18;7.30;12.60;11.60
10.98;7.80;12.60;11.70
11.13;8.80;14.00;11.70
11.43;9.60;14.80;12.10
12.38;10.20;14.80;14.50
12.98;11.00;16.40;15.00
13.38;11.30;17.40;14.40
13.23;11.60;17.20;16.00
13.83;11.40;16.90;14.40
14.68;11.40;17.10;15.50
14.93;11.50;18.20;14.50
14.48;11.80;17.80;14.70
14.18;12.10;17.80;14.40
14.88;12.30;16.70;14.60
14.58;12.50;16.10;13.90
14.03;12.40;16.30;14.50
13.38;12.20;16.00;14.80
12.43;11.80;15.50;15.30
11.98;11.30;15.20;13.20
11.58;10.70;14.80;12.10
11.18;10.20;14.00;11.30
10.73;9.00;14.00;11.00
10.53;8.60;13.30;10.30
10.08;8.00;12.70;8.80
10.08;7.40;11.80;8.10
10.13;8.10;12.20;8.70
10.28;8.80;13.00;9.10
10.68;9.90;14.30;10.70
11.43;10.40;14.70;13.70
12.48;10.70;16.20;14.00
12.93;11.90;15.90;14.90
11.88;12.40;15.90;15.50
12.18;12.60;16.00;17.00
13.78;13.60;16.00;18.00
15.73;14.20;16.70;19.50
15.73;14.40;16.50;20.10
15.88;14.30;17.00;19.40
14.98;14.50;16.60;19.50
15.48;14.80;16.00;20.60
15.43;14.90;15.60;20.40
15.13;14.40;15.20;18.70
14.73;13.70;15.80;19.70
13.88;13.20;14.50;17.30
12.93;12.60;14.30;17.10
11.73;11.90;13.70;15.80
11.58;11.00;13.70;17.10
11.48;10.80;13.40;17.60
11.08;10.50;13.30;17.30
10.83;10.20;13.30;16.00
10.68;10.90;13.00;15.60
10.73;11.90;12.90;15.10
11.28;13.00;12.90;16.20
12.38;13.90;13.30;15.60
13.33;14.20;13.50;15.80
14.33;14.60;14.40;19.30
15.43;14.10;15.30;19.10
16.58;14.30;16.40;20.40
17.73;15.30;16.60;19.20
18.58;16.50;16.90;16.90
18.63;15.90;17.70;20.00
19.23;15.70;19.10;18.30
19.23;16.10;19.90;19.60
19.03;16.50;20.30;20.20
18.68;16.80;20.20;18.80
18.03;16.80;20.00;17.00
17.83;16.50;19.10;16.50
16.73;16.00;17.80;15.40
15.38;15.30;15.10;14.50
13.93;14.70;14.00;13.70
13.43;14.60;12.90;12.00
13.08;15.20;12.50;12.70
12.18;15.80;12.00;12.20
11.48;16.40;12.10;11.80
10.88;16.60;12.30;11.90
11.63;16.90;13.20;12.40
12.43;17.40;15.00;13.40
13.43;17.90;15.70;14.50
13.98;18.50;16.10;15.40
14.98;19.10;16.20;15.80
16.03;19.70;17.70;16.20
17.33;20.30;18.40;17.00
18.83;20.90;19.00;17.80
18.73;21.20;20.80;18.20
18.08;21.50;21.60;19.10
17.68;21.80;22.50;19.30
17.08;21.90;22.90;19.10
16.18;21.60;22.60;20.10
15.53;21.80;23.10;19.70
14.88;21.60;23.10;19.30
14.13;21.20;22.70;17.80
13.58;20.80;20.70;17.10
13.18;20.40;17.50;14.70
12.68;19.90;15.60;13.60
12.48;18.00;15.30;14.80
12.28;16.40;13.60;14.00
12.33;14.80;13.90;13.70
12.33;13.20;13.60;13.30
12.23;13.40;13.40;13.50
12.13;13.80;15.00;13.80
12.18;14.40;18.10;14.50
12.63;15.10;18.20;14.80
14.33;15.80;18.80;17.70
14.68;16.40;20.10;15.50
15.73;16.80;21.20;16.60
16.13;17.10;22.90;16.30
16.88;17.50;24.20;15.80
17.48;18.00;25.30;14.50
18.13;18.40;24.60;14.30
18.63;18.70;20.00;14.40
18.83;18.70;20.70;15.10
18.98;18.40;21.00;14.50
18.83;18.00;21.00;14.80
18.48;17.20;20.30;14.90
18.03;16.90;18.80;14.20
17.58;16.50;17.30;12.90
17.18;16.10;16.50;12.30
16.63;15.60;16.20;11.70
15.73;13.40;16.50;10.60
14.98;11.50;15.80;9.50
14.53;9.50;15.20;9.50
14.33;7.50;15.20;9.70
14.03;7.90;15.10;10.50
14.18;8.50;14.50;11.40
14.33;9.30;15.50;11.90
15.28;10.40;18.00;12.90
16.08;11.50;18.60;14.90
16.18;12.80;20.90;15.80
15.68;14.00;23.70;17.40
15.78;15.10;24.30;21.00
16.03;16.10;24.60;22.80
15.88;16.90;25.20;23.60
16.93;17.50;24.00;24.00
16.88;17.90;23.00;20.80
15.93;18.10;20.40;20.90
15.78;18.10;21.20;21.30
15.78;17.90;21.70;22.20
15.48;17.30;20.90;23.10
15.63;16.50;20.20;21.90
15.08;15.60;19.60;21.10
14.63;14.60;18.50;21.20
14.58;13.70;16.70;21.00
14.13;12.10;16.20;20.70
13.53;11.40;16.60;20.60
13.68;10.70;15.70;19.70
13.33;9.90;15.20;15.90
13.13;10.10;15.90;15.50
13.58;10.50;16.70;16.40
14.03;10.90;17.40;16.60
14.83;11.80;18.10;17.60
15.28;12.20;20.20;19.30
15.78;13.00;21.10;21.20
16.33;13.50;21.00;21.60
16.58;13.90;20.70;19.40
16.93;14.00;20.30;17.50
17.33;14.50;21.10;15.90
17.33;14.80;21.90;15.60
17.38;15.00;22.50;15.60
16.93;15.00;21.20;14.50
15.63;14.90;19.80;14.20
15.53;15.20;18.60;14.20
15.13;15.20;18.00;13.30
14.78;14.90;17.70;12.90
14.33;14.50;17.50;12.40
13.98;14.00;17.10;12.10
13.83;13.50;16.20;12.00
13.58;12.10;14.50;11.90
13.38;11.20;15.90;11.60
13.13;10.20;15.80;10.70
12.98;9.20;15.60;10.70
12.88;9.50;15.60;10.40
12.93;10.00;15.50;10.30
12.88;10.60;15.50;10.20
12.98;11.60;14.70;10.10
13.08;12.50;14.40;10.50
13.08;14.00;14.30;10.90
13.13;15.10;15.40;11.30
13.23;16.00;16.20;11.40
13.43;16.30;15.70;11.60
13.48;16.50;16.00;11.60
13.53;16.90;17.40;12.30
13.43;16.80;17.10;12.00
12.98;16.50;17.00;11.70
12.73;15.90;15.30;11.90
12.58;15.40;14.60;11.60
12.33;14.70;14.60;11.40
12.03;14.00;13.80;11.10
11.83;13.40;13.30;10.90
11.83;12.90;13.00;10.80
11.98;12.30;12.80;10.50
11.98;10.30;12.70;10.30
12.08;8.50;12.50;10.20
12.08;6.70;12.50;10.20
11.98;4.80;12.60;10.10
11.83;5.00;12.60;10.00
11.88;5.50;11.80;10.20
11.93;6.20;11.20;10.20
12.03;7.10;11.20;10.30
12.13;8.10;11.50;10.60
12.38;9.20;11.90;11.00
12.68;10.20;12.20;11.40
13.53;11.20;12.00;12.00
14.23;12.00;12.40;13.30
14.88;12.70;13.00;12.90
15.23;13.20;13.70;13.40
15.28;13.60;14.10;14.00
15.43;13.70;14.40;13.60
14.73;13.70;14.00;13.00
13.98;13.30;14.10;12.10
13.68;12.80;13.60;12.30
13.48;12.00;14.00;12.20
12.78;11.10;12.90;11.90
11.98;10.10;11.20;11.50
11.33;8.30;10.30;11.10
11.03;6.60;10.70;9.20
10.78;6.10;9.30;9.60
10.78;5.40;9.30;9.50
10.73;4.80;9.10;9.90
10.98;5.00;9.30;9.60
11.63;5.40;9.30;10.10
11.73;6.10;12.30;11.10
12.08;6.90;13.50;12.20
12.63;7.90;13.70;13.40
12.98;8.90;14.60;15.80
13.53;9.90;16.30;16.60
14.78;10.90;16.90;20.20
15.68;11.70;18.20;21.70
16.43;12.40;18.10;23.60
16.63;13.00;20.40;22.10
16.73;13.30;22.50;21.20
16.63;13.40;22.40;21.30
15.68;13.40;20.30;22.00
15.33;13.10;20.10;22.20
14.83;12.50;19.40;20.00
14.38;11.70;18.70;19.70
13.58;10.90;17.10;19.30
12.63;9.90;16.70;18.70
11.73;8.20;16.00;16.70
11.23;6.40;16.40;15.10
10.58;6.00;16.60;16.30
10.43;5.50;17.20;15.70
10.68;5.00;17.50;16.50
10.73;5.30;18.50;15.50
10.93;5.70;18.10;17.70
11.73;6.20;15.40;18.50
12.23;6.90;14.80;18.70
12.78;7.80;16.40;20.90
13.33;8.80;16.80;21.90
14.03;9.90;18.40;22.80
13.68;10.70;20.10;23.50
13.28;11.50;20.80;23.30
13.43;12.20;21.80;22.80
13.43;12.90;23.00;22.90
14.38;13.40;21.60;23.90
15.43;13.80;20.50;24.50
15.43;14.20;18.80;24.50
15.88;14.30;21.00;23.40
15.33;14.10;19.50;23.00
14.58;13.60;18.90;22.30
13.83;12.80;19.10;21.20
13.28;12.10;18.40;20.40
12.68;10.70;16.10;20.00
12.23;9.40;15.40;20.00
12.08;8.60;16.00;19.30
11.83;7.60;16.00;19.70
11.78;6.70;16.00;18.40
11.58;6.90;16.80;18.70
11.38;7.30;16.80;18.90
11.73;8.10;15.90;19.10
12.88;9.10;16.40;19.90
12.43;10.00;16.80;19.40
12.78;10.90;16.70;21.10
13.08;12.20;16.50;22.40
13.73;13.10;16.90;21.60
14.18;14.40;16.70;21.90
15.43;14.70;15.90;22.50
15.08;14.90;16.70;22.90
14.63;14.90;14.50;23.70
14.53;14.80;15.10;23.20
15.38;14.40;14.60;24.60
15.08;14.00;14.80;25.40
14.08;13.50;14.50;25.30
12.58;12.80;14.10;23.80
11.98;12.10;13.20;22.50
11.83;11.30;12.80;21.80
11.68;11.10;12.60;20.40
11.48;10.80;12.60;19.20
11.28;11.10;12.50;15.70
11.28;11.50;12.00;14.60
11.18;11.90;11.50;14.40
11.23;11.90;11.30;14.00
11.38;12.00;11.70;14.10
11.43;12.30;12.70;14.00
11.73;13.30;13.00;14.20
12.33;14.60;13.60;12.50
12.48;16.10;14.00;12.30
12.48;17.30;14.00;12.80
12.88;18.30;15.00;13.20
13.33;18.50;14.90;13.60
14.08;18.80;15.10;13.70
13.93;18.60;15.80;14.50
14.13;18.30;15.30;11.10
15.03;17.70;15.50;11.50
15.38;17.10;13.00;11.70
15.18;16.60;13.50;12.90
14.73;16.10;13.30;12.50
14.03;15.80;13.40;12.80
13.08;15.40;12.70;11.90
12.18;14.80;11.70;10.90
11.08;14.70;11.20;11.00
10.28;14.40;11.10;10.80
9.83;13.90;10.90;11.00
9.48;13.70;9.90;11.00
9.48;13.30;9.10;10.70
9.33;13.40;9.00;10.60
9.73;13.70;10.30;11.00
11.03;14.00;10.60;12.40
12.68;14.30;11.00;13.30
13.38;14.60;11.70;14.50
14.48;14.90;12.50;15.70
15.58;15.30;14.00;14.50
16.58;15.60;14.90;16.60
17.48;15.90;15.00;15.50
18.28;16.10;15.00;15.60
19.28;16.20;15.30;15.60
19.98;16.30;16.20;15.80
20.33;16.10;16.10;15.10
20.28;16.30;15.80;14.60
20.13;16.10;13.20;13.80
19.78;16.00;12.30;13.60
18.78;15.60;12.60;13.40
17.33;15.50;12.00;13.20
16.23;14.40;11.50;13.20
14.78;14.10;10.20;12.90
14.33;12.70;9.90;12.70
14.23;12.00;9.60;12.70
14.48;10.70;9.10;12.30
14.63;8.60;9.10;11.90
14.53;9.40;8.80;12.40
14.53;10.10;8.90;12.40
14.68;10.10;11.00;12.50
14.98;10.60;12.80;14.10
15.33;10.80;13.50;14.70
15.93;11.10;14.30;14.10
16.53;11.30;15.60;13.80
17.68;11.60;16.10;13.90
17.63;11.80;16.40;14.50
18.18;12.00;16.90;15.80
20.13;12.10;17.70;15.10
20.88;12.20;17.30;15.20
21.33;12.20;17.60;15.10
21.33;12.10;17.30;15.20
21.23;12.00;15.40;15.10
20.88;11.60;14.90;14.90
20.33;11.00;14.30;14.00
19.48;11.00;13.40;13.90
19.03;10.90;12.80;13.70
18.48;13.80;12.40;13.40
18.28;16.90;12.10;13.30
17.93;17.40;12.00;13.20
16.38;17.80;12.00;12.90
15.43;18.30;11.30;12.90
15.03;18.30;11.50;13.00
15.53;18.50;11.40;13.20
17.08;19.20;11.60;13.60
19.83;19.60;11.90;13.60
21.83;20.10;11.90;13.90
24.23;20.00;11.50;14.70
26.13;20.90;12.40;14.70
27.78;21.30;12.60;15.10
28.23;21.70;12.90;15.00
28.73;22.00;13.00;15.60
28.73;22.30;13.60;17.30
29.08;22.50;13.50;16.30
29.03;22.50;13.20;14.70
29.43;22.50;12.80;14.60
28.78;22.40;13.10;14.70
27.48;22.20;13.00;14.60
27.18;21.90;12.30;14.10
25.83;21.50;11.90;13.70
25.03;21.10;11.80;13.50
23.28;20.10;11.70;13.50
23.13;19.10;11.50;13.60
22.93;18.10;10.90;13.60
21.13;17.30;10.70;13.60
19.78;16.30;10.60;13.30
19.58;16.40;10.30;12.30
19.43;16.00;10.30;12.30
19.28;17.00;10.50;12.10
19.98;17.40;10.80;12.10
20.73;17.80;11.00;11.40
21.53;18.20;11.90;11.10
22.48;18.60;12.00;11.10
22.93;18.90;12.80;10.70
24.48;19.10;13.20;10.80
25.68;19.40;13.90;11.20
25.98;19.50;15.40;11.00
26.18;19.60;15.20;8.90
24.43;19.70;16.40;9.20
22.68;19.60;16.30;8.70
20.83;19.50;15.40;8.60
19.93;19.30;15.40;9.00
18.98;19.00;14.30;8.90
18.23;18.70;13.10;8.40
17.43;18.40;12.30;7.80
16.88;17.20;11.80;7.60
16.73;16.40;11.30;7.60
16.48;15.90;11.20;7.20
16.28;15.20;10.70;7.20
16.13;14.40;10.30;7.10
16.03;14.40;10.90;7.20
15.98;14.80;11.00;7.30
16.43;15.20;11.40;7.60
17.08;15.80;11.90;8.40
16.93;16.30;13.00;9.00
16.93;17.00;13.50;10.20
17.03;17.50;15.60;10.80
17.18;17.90;15.90;10.90
17.53;18.40;16.00;12.30
18.23;18.80;16.50;12.30
18.68;19.00;17.70;13.20
19.03;19.20;17.50;13.40
19.13;19.30;17.10;14.10
18.53;19.30;17.40;13.80
17.88;19.20;16.90;14.10
17.13;18.60;15.50;14.20
16.88;18.60;15.80;13.70
16.43;18.20;13.90;12.90
16.08;17.80;12.50;10.70
16.18;16.10;11.80;9.70
15.83;14.30;10.80;8.90
15.58;12.90;11.60;9.40
15.58;11.30;11.20;9.30
15.48;9.70;11.20;7.00
15.33;9.80;11.20;6.80
15.48;10.50;11.50;6.70
15.78;11.50;11.60;8.20
16.53;12.70;11.80;11.80
17.18;14.00;13.20;12.50
17.88;15.40;14.00;13.30
18.53;16.70;15.60;14.40
19.93;17.90;15.40;16.10
20.53;18.90;15.50;17.40
21.08;19.70;16.80;18.90
22.58;20.40;17.60;19.50
23.08;20.80;18.00;20.10
23.18;20.90;18.10;20.00
23.53;20.80;18.50;20.20
23.28;20.40;17.70;19.80
22.78;19.70;17.70;19.70
21.78;18.80;17.20;18.70
20.68;17.80;15.70;16.30
19.48;16.80;14.50;13.20
18.03;14.30;13.90;13.20
17.53;11.80;13.20;12.80
16.83;10.00;12.60;10.90
16.18;8.10;12.60;10.20
15.78;6.10;12.20;8.50
15.53;6.20;12.00;8.40
15.78;6.90;12.00;10.20
16.93;7.90;12.60;11.90
18.63;9.00;13.60;13.60
19.28;10.30;14.70;13.70
20.98;11.70;15.10;15.10
22.83;13.00;15.10;15.50
23.43;14.10;17.20;16.90
25.03;15.20;18.20;18.40
25.98;16.00;17.00;20.00
26.48;16.70;15.40;19.20
26.68;17.10;17.50;19.90
26.78;17.20;17.10;20.30
24.53;17.20;18.50;20.20
24.23;16.80;17.50;19.10
23.28;16.10;16.70;17.60
22.58;15.20;14.40;17.20
22.23;14.20;14.10;16.40
21.93;13.20;13.80;14.40
21.28;11.10;14.10;13.00
21.08;9.10;13.90;13.50
20.78;7.80;13.60;13.00
20.68;6.40;13.30;12.90
20.23;4.90;13.40;12.60
19.73;4.90;13.10;11.60
19.43;5.50;13.30;11.60
18.83;6.40;13.80;11.70
18.63;7.40;14.60;12.30
18.28;8.50;16.90;11.70
18.38;9.60;16.60;12.00
18.63;10.80;17.00;12.50
18.63;11.80;17.60;12.70
18.68;12.80;17.70;14.30
19.18;13.50;17.90;15.70
17.93;14.10;18.20;16.30
16.18;14.40;17.50;16.70
14.58;14.50;18.90;18.30
13.88;14.40;18.20;18.80
13.93;14.00;18.20;20.80
13.88;13.40;18.00;20.00
13.68;12.60;17.30;19.50
13.83;11.70;16.80;19.70
13.88;10.70;16.00;17.90
14.03;10.10;15.40;17.40
13.83;9.50;15.20;15.90
13.83;9.80;15.30;15.20
13.43;9.90;14.70;14.00
13.73;10.10;14.50;13.10
13.93;10.10;14.30;12.50
14.03;10.40;14.30;12.80
14.18;10.80;14.80;12.80
14.58;11.30;15.20;12.90
15.53;11.80;15.50;13.70
16.63;12.30;16.60;14.70
17.43;12.70;17.80;15.60
18.18;13.30;19.00;16.40
19.48;13.80;19.30;17.10
21.83;14.10;19.90;17.20
20.68;14.50;18.50;18.90
20.83;14.60;19.30;18.50
19.58;14.70;19.00;18.70
19.98;14.60;18.60;19.00
20.33;14.60;17.00;18.60
19.88;14.30;15.60;18.10
19.38;13.90;15.10;17.80
18.88;13.50;14.30;15.60
18.38;13.10;13.80;13.60
18.23;12.70;13.60;13.30
17.58;11.70;13.60;12.60
17.33;11.90;13.50;12.10
17.28;11.60;13.50;12.30
16.98;11.20;13.40;11.50
16.63;11.20;13.20;11.20
16.63;11.20;13.20;11.90
16.58;12.00;13.50;14.20
17.13;12.70;13.50;14.60
17.28;13.20;13.90;15.30
17.13;13.70;14.90;16.70
18.23;14.20;15.90;17.70
18.28;14.80;15.20;19.60
17.93;15.20;16.00;20.60
15.78;15.60;17.10;21.60
14.38;15.90;18.20;22.20
14.48;16.00;17.80;22.90
15.18;16.20;17.80;23.40
16.38;16.20;17.20;22.90
16.73;16.10;17.00;22.90
16.53;15.80;15.80;22.00
16.28;15.50;15.30;21.20
15.58;15.00;14.60;20.10
15.03;14.60;14.00;18.50
13.93;13.90;13.90;17.40
14.03;13.20;13.60;16.30
14.13;12.90;13.40;15.40
14.28;12.30;13.40;15.10
14.23;11.80;13.30;14.20
14.08;11.60;13.10;13.70
13.83;12.30;12.80;13.40
14.08;13.30;12.60;13.40
14.88;14.50;12.50;13.60
16.13;15.90;12.50;16.30
16.78;17.40;12.50;17.60
17.58;18.90;13.50;18.30
18.53;20.30;14.20;19.50
19.53;21.40;14.60;20.80
20.38;22.40;15.50;21.50
21.08;23.10;17.00;21.40
21.33;23.50;17.50;21.80
21.33;23.60;17.40;19.50
21.13;23.40;17.80;19.00
20.58;22.80;18.00;18.60
19.83;21.90;17.00;16.60
18.28;20.70;17.20;15.00
17.33;19.40;15.60;13.90
16.48;18.10;13.90;13.30
14.83;14.80;13.00;13.10
14.68;11.40;12.50;12.60
14.73;9.70;11.70;12.60
14.33;8.00;10.90;12.50
14.23;6.20;10.90;12.40
14.03;6.10;11.30;12.50
14.03;6.70;11.50;12.70
13.83;7.60;11.80;13.00
13.93;8.70;12.60;13.90
13.98;9.90;13.40;14.30
14.03;11.20;15.00;14.80
13.93;12.40;16.50;14.90
14.03;13.60;17.40;15.30
13.98;14.60;18.60;15.60
13.98;15.40;20.10;16.00
14.13;16.10;21.00;16.20
14.68;16.50;21.80;16.80
15.08;16.70;23.00;17.80
15.23;16.60;20.70;18.20
15.33;16.30;19.70;19.00
15.18;15.60;19.50;16.50
14.98;14.70;18.90;14.60
14.23;13.80;17.60;13.80
13.48;12.80;15.00;14.00
13.03;12.10;14.10;14.00
12.93;11.30;13.40;13.70
12.68;11.30;12.80;13.50
12.33;11.20;12.40;13.10
12.13;11.20;12.60;12.70
12.23;11.20;13.00;12.80
12.53;11.70;12.90;12.60
12.63;12.50;13.40;12.40
12.93;13.60;13.90;12.50
13.18;14.80;14.10;12.80
14.28;16.00;14.90;14.90
15.23;17.20;15.00;15.80
15.48;18.30;15.60;15.90
16.08;19.20;16.40;16.60
15.43;20.00;17.40;17.40
15.23;20.70;18.20;17.30
14.78;21.10;18.80;18.00
14.68;21.20;16.60;16.30
13.82;21.20;18.60;15.10
13.75;20.90;19.40;14.40
13.67;20.30;17.00;14.20
13.59;19.50;15.90;14.00
13.51;18.60;15.20;13.90
13.43;17.80;14.90;13.80
13.35;15.90;15.10;13.70
13.28;14.10;14.70;13.60
13.20;12.20;15.10;13.50
13.12;10.40;14.00;13.40
13.04;8.50;12.80;13.40
12.96;8.50;12.30;13.40
12.88;9.30;12.40;13.50
12.81;10.40;12.50;13.80
12.73;10.90;12.50;13.70
12.65;10.70;13.80;14.10
14.23;10.30;16.90;15.20
15.33;10.50;17.90;16.40
16.18;10.50;18.30;15.90
16.38;10.50;19.20;16.50
16.88;11.80;19.10;14.40
17.48;13.20;19.90;15.40
17.83;14.30;20.10;13.90
17.28;15.10;21.20;13.30
17.33;15.50;19.10;13.50
16.78;15.90;18.90;13.90
16.18;15.90;18.70;15.30
15.33;15.60;17.00;14.40
14.78;15.00;16.20;12.60
14.48;14.40;15.30;11.90
13.73;13.00;14.50;12.40
13.48;11.60;13.80;12.20
13.18;10.30;13.70;12.10
12.53;8.90;13.50;12.40
12.18;7.50;13.40;12.50
12.08;7.40;13.20;12.30
12.88;7.80;13.50;11.50
13.43;8.40;14.10;11.70
14.23;10.20;14.80;12.20
15.68;11.90;17.30;12.60
16.63;12.90;17.60;12.50
17.28;13.30;18.30;13.50
17.83;14.20;19.40;13.60
18.48;14.30;20.20;13.50
19.73;13.80;20.50;13.90
20.63;13.80;21.20;14.60
21.78;13.10;21.30;14.80
21.58;12.80;18.60;14.90
21.23;12.60;17.40;14.50
20.73;12.50;17.60;13.20
19.78;12.60;17.50;13.00
19.43;12.30;16.60;13.10
18.53;11.70;15.50;13.00
17.93;11.10;14.60;12.60
17.28;9.40;14.30;11.90
16.88;7.70;13.90;12.00
16.78;6.40;13.80;11.50
16.23;5.00;13.70;11.80
16.08;3.60;13.20;11.80
15.93;3.50;13.10;11.70
15.98;4.00;12.90;11.70
16.18;4.90;14.00;11.90
16.73;6.20;14.40;12.70
18.18;7.60;16.00;13.20
19.63;9.10;17.70;13.70
21.08;10.60;17.70;14.40
23.53;11.90;17.90;14.40
25.38;13.10;18.20;15.50
25.98;14.00;19.00;15.80
25.13;14.70;20.00;16.60
24.68;15.10;20.20;17.10
25.13;15.20;18.60;16.30
24.48;15.00;17.70;16.30
21.48;14.40;16.80;15.20
19.43;13.50;15.90;14.70
18.93;12.30;15.40;14.10
17.53;11.00;14.50;13.50
16.93;9.70;14.00;13.00
15.98;7.70;13.30;12.70
15.88;5.70;12.90;12.50
15.88;5.20;12.90;12.50
15.73;4.60;12.10;12.40
15.83;4.10;12.40;12.30
15.63;4.00;12.10;12.40
15.48;4.40;12.40;12.80
15.38;5.10;12.10;13.30
15.58;5.90;12.70;13.60
15.98;6.70;13.10;13.80
16.38;8.00;13.40;14.50
17.53;9.40;13.70;14.80
18.03;10.50;12.90;16.10
18.53;11.10;13.70;16.70
18.88;11.30;13.80;17.70
19.78;11.40;13.90;18.30
19.68;11.60;14.10;18.10
19.58;11.90;14.00;19.10
19.63;12.10;14.30;19.40
19.43;12.10;14.00;18.40
18.78;11.90;14.10;16.00
17.88;11.30;13.30;15.10
16.93;10.60;12.80;14.50
16.23;9.70;12.40;14.40
15.23;9.20;11.90;14.00
14.68;8.70;11.20;13.70
14.53;8.80;11.30;13.50
14.48;8.90;11.30;13.00
14.03;9.00;11.30;12.60
13.78;9.00;10.80;12.30
13.68;9.10;11.00;12.30
14.33;9.30;10.80;12.50
15.88;9.50;11.70;13.70
16.68;9.80;12.50;14.00
17.93;10.30;13.50;14.30
18.93;10.80;13.10;15.40
19.08;11.30;14.30;16.50
20.03;11.60;14.50;17.70
20.83;11.70;14.30;18.20
20.98;12.10;14.50;19.60
21.28;12.40;14.90;18.90
21.33;12.20;14.80;19.50
21.48;12.30;14.60;20.70
20.93;12.20;13.90;20.50
19.98;11.90;13.10;21.10
18.63;11.30;12.70;19.40
18.13;10.40;12.60;19.20
19.68;10.80;12.70;18.70
19.53;10.40;12.40;17.80
19.18;9.80;12.20;16.80
18.93;9.30;12.00;16.80
18.63;8.80;11.80;15.30
18.58;8.20;11.70;17.00
18.53;8.40;11.60;16.80
18.68;8.50;11.70;17.50
18.48;8.80;11.80;18.30
18.43;9.00;11.90;18.50
18.98;9.30;12.50;18.70
19.23;9.90;13.30;19.70
19.68;9.90;13.40;19.80
20.68;10.70;14.00;19.90
20.53;11.40;14.50;20.40
19.98;11.70;15.30;20.60
20.23;12.00;16.70;20.40
19.43;12.20;16.20;20.30
17.68;12.30;15.90;20.10
17.93;12.30;15.20;19.90
17.33;12.20;15.00;18.60
16.88;12.00;14.90;18.20
16.93;11.70;14.60;16.30
16.68;11.40;13.90;13.80
16.18;10.40;13.70;14.10
15.63;9.40;13.30;14.10
15.33;8.40;13.00;13.70
14.33;7.50;12.80;13.50
13.58;6.60;12.60;13.60
12.78;5.60;12.60;13.70
12.33;5.60;12.50;13.60
12.53;5.90;12.00;13.70
12.43;6.60;11.80;13.90
12.43;7.20;11.80;15.60
12.58;8.40;11.70;15.70
12.78;9.40;11.80;16.40
13.43;10.10;11.80;17.50
13.73;10.60;12.10;18.30
14.58;11.30;12.10;19.50
15.68;11.90;12.00;20.20
16.03;12.20;12.30;20.40
15.98;12.30;12.50;20.20
15.98;12.20;12.60;20.80
15.38;11.70;12.70;22.20
15.13;11.10;12.60;21.00
14.78;10.40;12.60;20.30
14.43;9.90;12.50;19.30
13.68;9.40;12.30;16.30
13.08;8.90;12.10;17.20
12.73;8.20;12.00;16.50
12.43;8.00;11.90;13.80
12.13;7.80;11.90;14.10
12.33;7.60;11.90;15.00
12.18;7.40;11.90;13.70
12.13;7.40;11.90;10.90
11.68;7.50;11.90;12.50
12.33;7.90;12.00;13.00
12.98;7.90;12.50;14.60
13.43;8.30;13.00;16.70
13.78;9.60;13.70;17.20
14.53;10.80;14.70;17.50
15.13;11.90;14.50;19.20
15.63;12.60;14.90;20.10
16.13;13.20;15.70;20.20
16.53;13.60;17.30;21.30
16.93;14.00;18.10;21.30
17.18;14.30;16.80;20.00
17.03;14.50;18.20;20.20
16.93;14.30;18.30;19.80
16.53;14.00;17.60;18.40
16.08;13.60;17.50;18.00
15.73;13.00;16.20;15.30
15.23;12.00;16.40;13.40
